,datetime,price,year,month,day
556,2012-02-22 08:30:00,581000,2012,2,22
557,2012-02-23 08:30:00,588000,2012,2,23
558,2012-02-24 08:30:00,589000,2012,2,24
559,2012-02-27 08:30:00,588000,2012,2,27
560,2012-02-28 08:30:00,588000,2012,2,28
561,2012-02-29 08:30:00,592000,2012,2,29
562,2012-03-01 08:30:00,578000,2012,3,1
563,2012-03-02 08:30:00,579000,2012,3,2
564,2012-03-05 08:30:00,578000,2012,3,5
565,2012-03-06 08:15:00,577000,2012,3,6
566,2012-03-07 09:00:00,573000,2012,3,7
567,2012-03-08 08:30:00,575000,2012,3,8
568,2012-03-09 08:15:00,577000,2012,3,9
569,2012-03-12 09:00:00,578000,2012,3,12
570,2012-03-13 08:30:00,576000,2012,3,13
571,2012-03-14 09:00:00,571000,2012,3,14
572,2012-03-15 08:30:00,567000,2012,3,15
573,2012-03-16 08:30:00,570000,2012,3,16
574,2012-03-19 00:00:00,571000,2012,3,19
575,2012-03-20 09:00:00,571500,2012,3,20
576,2012-03-21 09:00:00,569000,2012,3,21
577,2012-03-22 08:00:00,570000,2012,3,22
578,2012-03-26 08:30:00,573000,2012,3,26
579,2012-03-27 09:00:00,579000,2012,3,27
580,2012-03-28 08:30:00,579000,2012,3,28
581,2012-03-29 08:00:00,576000,2012,3,29
582,2012-03-30 09:00:00,576000,2012,3,30
583,2012-04-02 08:30:00,579000,2012,4,2
584,2012-04-03 09:00:00,579000,2012,4,3
585,2012-04-04 08:00:00,574000,2012,4,4
586,2012-04-05 08:30:00,568000,2012,4,5
587,2012-04-09 09:00:00,574000,2012,4,9
588,2012-04-10 09:00:00,574000,2012,4,10
589,2012-04-11 08:00:00,574000,2012,4,11
590,2012-04-12 08:30:00,575000,2012,4,12
591,2012-04-13 09:00:00,577000,2012,4,13
592,2012-04-16 08:15:00,568000,2012,4,16
593,2012-04-17 08:30:00,567000,2012,4,17
594,2012-04-18 08:00:00,567000,2012,4,18
595,2012-04-19 08:30:00,570000,2012,4,19
596,2012-04-23 08:30:00,564500,2012,4,23
597,2012-04-24 08:30:00,564500,2012,4,24
598,2012-04-25 08:00:00,565000,2012,4,25
599,2012-04-26 08:30:00,565000,2012,4,26
600,2012-04-27 08:00:00,565500,2012,4,27
601,2012-04-30 08:30:00,565000,2012,4,30
602,2012-05-01 08:30:00,563000,2012,5,1
603,2012-05-02 08:20:00,559000,2012,5,2
604,2012-05-03 08:30:00,555000,2012,5,3
605,2012-05-04 08:00:00,554000,2012,5,4
606,2012-05-04 13:00:00,555000,2012,5,4
607,2012-05-07 08:00:00,558000,2012,5,7
608,2012-05-08 08:00:00,558000,2012,5,8
609,2012-05-09 08:00:00,554000,2012,5,9
610,2012-05-10 00:00:00,552000,2012,5,10
611,2012-05-10 08:00:00,554000,2012,5,10
612,2012-05-10 08:30:00,552000,2012,5,10
613,2012-05-11 08:00:00,553000,2012,5,11
614,2012-05-14 08:00:00,553000,2012,5,14
615,2012-05-14 08:05:00,553000,2012,5,14
616,2012-05-15 00:00:00,553000,2012,5,15
617,2012-05-16 08:00:00,549500,2012,5,16
618,2012-05-21 08:30:00,552500,2012,5,21
619,2012-05-21 08:40:00,552500,2012,5,21
620,2012-05-22 08:30:00,552500,2012,5,22
621,2012-05-23 08:00:00,550500,2012,5,23
622,2012-05-24 08:00:00,550500,2012,5,24
623,2012-05-25 08:00:00,550500,2012,5,25
624,2012-05-25 08:05:00,550500,2012,5,25
625,2012-05-28 08:00:00,552000,2012,5,28
626,2012-05-29 08:00:00,555000,2012,5,29
627,2012-05-30 08:00:00,551000,2012,5,30
628,2012-05-31 08:00:00,556000,2012,5,31
629,2012-06-01 08:00:00,555000,2012,6,1
630,2012-06-04 08:00:00,563000,2012,6,4
631,2012-06-05 07:40:00,565000,2012,6,5
632,2012-06-06 07:40:00,565000,2012,6,6
633,2012-06-07 07:40:00,565000,2012,6,7
634,2012-06-08 07:40:00,560000,2012,6,8
635,2012-06-11 08:00:00,565000,2012,6,11
636,2012-06-12 08:00:00,561000,2012,6,12
637,2012-06-13 08:00:00,563000,2012,6,13
638,2012-06-14 08:00:00,564000,2012,6,14
639,2012-06-15 08:00:00,566000,2012,6,15
640,2012-06-18 07:45:00,566000,2012,6,18
641,2012-06-19 08:15:00,567000,2012,6,19
642,2012-06-20 08:00:00,565000,2012,6,20
643,2012-06-21 08:00:00,563000,2012,6,21
644,2012-06-22 08:00:00,557000,2012,6,22
645,2012-06-25 08:20:00,557000,2012,6,25
646,2012-06-26 08:00:00,559000,2012,6,26
647,2012-06-27 08:00:00,558000,2012,6,27
648,2012-06-28 08:00:00,558000,2012,6,28
649,2012-06-29 08:00:00,555000,2012,6,29
650,2012-07-02 08:20:00,562000,2012,7,2
651,2012-07-03 08:00:00,558000,2012,7,3
652,2012-07-04 08:25:00,565000,2012,7,4
653,2012-07-05 08:00:00,560000,2012,7,5
654,2012-07-06 08:00:00,559000,2012,7,6
655,2012-07-09 08:00:00,555000,2012,7,9
656,2012-07-10 08:30:00,556000,2012,7,10
657,2012-07-11 00:00:00,555000,2012,7,11
658,2012-07-12 08:20:00,554000,2012,7,12
659,2012-07-13 08:10:00,551000,2012,7,13
660,2012-07-13 08:15:00,551000,2012,7,13
661,2012-07-16 00:00:00,559000,2012,7,16
662,2012-07-17 00:00:00,559000,2012,7,17
663,2012-07-18 00:00:00,555000,2012,7,18
664,2012-07-19 08:00:00,551000,2012,7,19
665,2012-07-20 08:00:00,554000,2012,7,20
666,2012-07-23 08:10:00,554000,2012,7,23
667,2012-07-24 00:00:00,554000,2012,7,24
668,2012-07-25 08:00:00,555000,2012,7,25
669,2012-07-26 08:30:00,560000,2012,7,26
670,2012-07-27 08:45:00,564000,2012,7,27
671,2012-07-30 08:00:00,565000,2012,7,30
672,2012-07-31 08:30:00,565000,2012,7,31
673,2012-08-01 07:50:00,562000,2012,8,1
674,2012-08-02 08:30:00,561000,2012,8,2
675,2012-08-03 08:30:00,559000,2012,8,3
676,2012-08-06 08:20:00,562000,2012,8,6
677,2012-08-07 08:00:00,563000,2012,8,7
678,2012-08-08 08:00:00,563000,2012,8,8
679,2012-08-09 08:10:00,563000,2012,8,9
680,2012-08-10 08:50:00,562000,2012,8,10
681,2012-08-13 08:00:00,563000,2012,8,13
682,2012-08-14 08:00:00,560000,2012,8,14
683,2012-08-15 07:50:00,558000,2012,8,15
684,2012-08-16 08:00:00,558000,2012,8,16
685,2012-08-23 07:45:00,570000,2012,8,23
686,2012-08-24 08:00:00,574000,2012,8,24
687,2012-08-27 08:30:00,575500,2012,8,27
688,2012-08-28 00:00:00,572000,2012,8,28
689,2012-08-29 08:15:00,572500,2012,8,29
690,2012-08-30 08:20:00,570000,2012,8,30
691,2012-08-31 08:00:00,571000,2012,8,31
692,2012-09-03 08:00:00,581000,2012,9,3
693,2012-09-04 08:15:00,583000,2012,9,4
694,2012-09-05 08:15:00,583000,2012,9,5
695,2012-09-06 08:00:00,583000,2012,9,6
696,2012-09-07 08:00:00,584000,2012,9,7
697,2012-09-10 08:20:00,599000,2012,9,10
698,2012-09-11 08:15:00,596000,2012,9,11
699,2012-09-12 08:00:00,596000,2012,9,12
700,2012-09-13 08:30:00,595200,2012,9,13
701,2012-09-14 08:15:00,607200,2012,9,14
702,2012-09-17 07:55:00,608200,2012,9,17
703,2012-09-18 08:00:00,596200,2012,9,18
704,2012-09-19 08:00:00,601200,2012,9,19
705,2012-09-20 00:00:00,605200,2012,9,20
706,2012-09-21 08:00:00,604200,2012,9,21
707,2012-09-24 08:00:00,604200,2012,9,24
708,2012-09-25 08:00:00,604200,2012,9,25
709,2012-09-26 07:45:00,604200,2012,9,26
710,2012-09-27 08:00:00,604200,2012,9,27
711,2012-09-28 00:00:00,610200,2012,9,28
712,2012-10-01 08:00:00,605200,2012,10,1
713,2012-10-02 08:00:00,609200,2012,10,2
714,2012-10-03 00:00:00,607200,2012,10,3
715,2012-10-04 00:00:00,609200,2012,10,4
716,2012-10-05 00:00:00,614200,2012,10,5
717,2012-10-08 00:00:00,610200,2012,10,8
718,2012-10-09 00:00:00,609200,2012,10,9
719,2012-10-10 00:00:00,606200,2012,10,10
720,2012-10-11 00:00:00,606200,2012,10,11
721,2012-10-12 00:00:00,609200,2012,10,12
722,2012-10-15 00:00:00,603200,2012,10,15
723,2012-10-16 00:00:00,603200,2012,10,16
724,2012-10-17 00:00:00,606200,2012,10,17
725,2012-10-18 08:30:00,604200,2012,10,18
726,2012-10-19 08:00:00,601200,2012,10,19
727,2012-10-22 08:00:00,594200,2012,10,22
728,2012-10-22 12:00:00,598200,2012,10,22
729,2012-10-23 08:30:00,600200,2012,10,23
730,2012-10-24 08:30:00,596200,2012,10,24
731,2012-10-25 08:00:00,596200,2012,10,25
732,2012-10-29 08:00:00,597200,2012,10,29
733,2012-10-30 08:00:00,595200,2012,10,30
734,2012-10-31 08:00:00,596200,2012,10,31
735,2012-11-01 08:00:00,599200,2012,11,1
736,2012-11-02 08:15:00,599200,2012,11,2
737,2012-11-05 08:15:00,594200,2012,11,5
738,2012-11-06 08:30:00,594200,2012,11,6
739,2012-11-07 00:00:00,598200,2012,11,7
740,2012-11-07 12:00:00,602200,2012,11,7
741,2012-11-08 00:00:00,602200,2012,11,8
742,2012-11-09 00:00:00,605200,2012,11,9
743,2012-11-12 08:00:00,606200,2012,11,12
744,2012-11-13 09:00:00,602000,2012,11,13
745,2012-11-13 09:05:00,602200,2012,11,13
746,2012-11-14 08:00:00,602200,2012,11,14
747,2012-11-19 08:00:00,599200,2012,11,19
748,2012-11-20 08:00:00,602200,2012,11,20
749,2012-11-21 08:00:00,602200,2012,11,21
750,2012-11-22 08:00:00,602200,2012,11,22
751,2012-11-23 08:00:00,602200,2012,11,23
752,2012-11-26 00:00:00,606200,2012,11,26
753,2012-11-27 08:30:00,606200,2012,11,27
754,2012-11-28 08:00:00,604200,2012,11,28
755,2012-11-29 08:00:00,598200,2012,11,29
756,2012-11-30 08:30:00,601200,2012,11,30
757,2012-12-03 08:00:00,600200,2012,12,3
758,2012-12-04 00:00:00,600200,2012,12,4
759,2012-12-05 00:00:00,597200,2012,12,5
760,2012-12-06 08:20:00,597200,2012,12,6
761,2012-12-07 08:30:00,599200,2012,12,7
762,2012-12-10 00:00:00,602200,2012,12,10
763,2012-12-11 08:15:00,604200,2012,12,11
764,2012-12-12 08:00:00,604200,2012,12,12
765,2012-12-13 08:00:00,604200,2012,12,13
766,2012-12-14 08:30:00,599200,2012,12,14
767,2012-12-17 08:00:00,601200,2012,12,17
768,2012-12-18 08:30:00,602200,2012,12,18
769,2012-12-19 08:00:00,598200,2012,12,19
770,2012-12-20 08:15:00,597200,2012,12,20
771,2012-12-21 08:00:00,591200,2012,12,21
772,2012-12-26 08:00:00,598200,2012,12,26
773,2012-12-27 08:00:00,601200,2012,12,27
774,2012-12-28 08:00:00,604200,2012,12,28
775,2013-01-02 08:00:00,599200,2013,1,2
776,2013-01-03 08:00:00,605200,2013,1,3
777,2013-01-04 08:00:00,597200,2013,1,4
778,2013-01-07 08:15:00,601200,2013,1,7
779,2013-01-08 08:10:00,598200,2013,1,8
780,2013-01-09 08:20:00,600200,2013,1,9
781,2013-01-10 08:00:00,597200,2013,1,10
782,2013-01-11 08:20:00,599200,2013,1,11
783,2013-01-14 08:45:00,598200,2013,1,14
784,2013-01-15 08:15:00,600200,2013,1,15
785,2013-01-16 08:30:00,606200,2013,1,16
786,2013-01-17 08:30:00,603200,2013,1,17
787,2013-01-18 00:00:00,604200,2013,1,18
788,2013-01-21 08:20:00,604200,2013,1,21
789,2013-01-22 08:50:00,604200,2013,1,22
790,2013-01-23 08:00:00,603200,2013,1,23
791,2013-01-25 08:10:00,600200,2013,1,25
792,2013-01-28 08:00:00,599200,2013,1,28
793,2013-01-29 08:30:00,599200,2013,1,29
794,2013-01-30 08:00:00,601200,2013,1,30
795,2013-01-31 08:10:00,603200,2013,1,31
796,2013-02-01 08:00:00,599200,2013,2,1
797,2013-02-04 08:10:00,599200,2013,2,4
798,2013-02-05 00:00:00,599200,2013,2,5
799,2013-02-05 08:51:00,599200,2013,2,5
800,2013-02-06 00:00:00,599200,2013,2,6
801,2013-02-07 00:00:00,600200,2013,2,7
802,2013-02-08 00:00:00,600200,2013,2,8
803,2013-02-11 08:20:00,596200,2013,2,11
804,2013-02-12 08:30:00,591200,2013,2,12
805,2013-02-13 07:45:00,592200,2013,2,13
806,2013-02-14 08:15:00,591200,2013,2,14
807,2013-02-15 08:10:00,590200,2013,2,15
808,2013-02-18 08:30:00,588200,2013,2,18
809,2013-02-19 08:20:00,588200,2013,2,19
810,2013-02-20 08:15:00,587200,2013,2,20
811,2013-02-21 08:20:00,581200,2013,2,21
812,2013-02-22 08:45:00,582200,2013,2,22
813,2013-02-25 08:30:00,585200,2013,2,25
814,2013-02-26 08:55:00,587200,2013,2,26
815,2013-02-27 08:20:00,592200,2013,2,27
816,2013-02-28 08:10:00,590200,2013,2,28
817,2013-03-01 08:15:00,586200,2013,3,1
818,2013-03-04 08:10:00,586200,2013,3,4
819,2013-03-05 08:45:00,586200,2013,3,5
820,2013-03-06 08:30:00,586200,2013,3,6
821,2013-03-07 08:10:00,586200,2013,3,7
822,2013-03-08 07:55:00,586200,2013,3,8
823,2013-03-11 08:00:00,584200,2013,3,11
824,2013-03-13 08:00:00,585200,2013,3,13
825,2013-03-14 08:30:00,584000,2013,3,14
826,2013-03-15 00:00:00,584000,2013,3,15
827,2013-03-18 08:20:00,581000,2013,3,18
828,2013-03-19 08:30:00,582000,2013,3,19
829,2013-03-20 08:20:00,583000,2013,3,20
830,2013-03-21 08:45:00,581000,2013,3,21
831,2013-03-22 09:00:00,582000,2013,3,22
832,2013-03-25 08:00:00,579000,2013,3,25
833,2013-03-26 09:00:00,577000,2013,3,26
834,2013-03-27 08:20:00,577000,2013,3,27
835,2013-03-28 08:35:00,577000,2013,3,28
836,2013-04-01 00:00:00,574000,2013,4,1
837,2013-04-02 09:00:00,574000,2013,4,2
838,2013-04-03 08:15:00,571000,2013,4,3
839,2013-04-04 08:00:00,569000,2013,4,4
840,2013-04-05 08:00:00,566000,2013,4,5
841,2013-04-08 08:40:00,569000,2013,4,8
842,2013-04-09 08:25:00,567000,2013,4,9
843,2013-04-10 08:40:00,568000,2013,4,10
844,2013-04-11 08:30:00,564000,2013,4,11
845,2013-04-12 08:10:00,565000,2013,4,12
846,2013-04-15 08:00:00,563000,2013,4,15
847,2013-04-16 09:00:00,561000,2013,4,16
848,2013-04-17 08:30:00,561000,2013,4,17
849,2013-04-18 08:15:00,561000,2013,4,18
850,2013-04-19 08:15:00,561000,2013,4,19
851,2013-04-22 08:30:00,551000,2013,4,22
852,2013-04-23 08:45:00,555000,2013,4,23
853,2013-04-24 08:30:00,555000,2013,4,24
854,2013-04-25 08:25:00,557000,2013,4,25
855,2013-04-26 08:00:00,557000,2013,4,26
856,2013-04-29 08:20:00,553000,2013,4,29
857,2013-04-30 08:50:00,553000,2013,4,30
858,2013-05-01 08:30:00,552000,2013,5,1
859,2013-05-02 08:30:00,550000,2013,5,2
860,2013-05-03 08:00:00,551000,2013,5,3
861,2013-05-06 08:30:00,552000,2013,5,6
862,2013-05-07 08:50:00,551000,2013,5,7
863,2013-05-08 08:30:00,549000,2013,5,8
864,2013-05-10 08:20:00,549000,2013,5,10
865,2013-05-13 08:30:00,545000,2013,5,13
866,2013-05-14 08:50:00,543000,2013,5,14
867,2013-05-15 08:20:00,539000,2013,5,15
868,2013-05-16 07:50:00,537000,2013,5,16
869,2013-05-17 08:50:00,532000,2013,5,17
870,2013-05-20 08:50:00,532000,2013,5,20
871,2013-05-21 09:20:00,533000,2013,5,21
872,2013-05-22 08:00:00,533000,2013,5,22
873,2013-05-23 08:20:00,533000,2013,5,23
874,2013-05-24 08:00:00,536000,2013,5,24
875,2013-05-27 08:45:00,536000,2013,5,27
876,2013-05-28 08:50:00,536000,2013,5,28
877,2013-05-29 08:30:00,535000,2013,5,29
878,2013-05-30 08:10:00,538000,2013,5,30
879,2013-05-31 08:30:00,539000,2013,5,31
880,2013-06-03 08:20:00,538000,2013,6,3
881,2013-06-04 08:50:00,541000,2013,6,4
882,2013-06-05 08:15:00,539000,2013,6,5
883,2013-06-07 08:00:00,542000,2013,6,7
884,2013-06-10 08:30:00,533000,2013,6,10
885,2013-06-11 09:00:00,533000,2013,6,11
886,2013-06-12 08:30:00,533000,2013,6,12
887,2013-06-13 08:20:00,533000,2013,6,13
888,2013-06-14 08:00:00,533000,2013,6,14
889,2013-06-17 08:30:00,533000,2013,6,17
890,2013-06-18 08:30:00,533000,2013,6,18
891,2013-06-19 08:30:00,532000,2013,6,19
892,2013-06-20 08:30:00,528000,2013,6,20
893,2013-06-21 08:20:00,521000,2013,6,21
894,2013-06-24 08:20:00,522000,2013,6,24
895,2013-06-25 08:45:00,518000,2013,6,25
896,2013-06-26 08:15:00,518000,2013,6,26
897,2013-06-27 08:30:00,513000,2013,6,27
898,2013-06-28 08:30:00,513000,2013,6,28
899,2013-07-01 08:45:00,513000,2013,7,1
900,2013-07-02 08:30:00,514000,2013,7,2
901,2013-07-03 08:15:00,514000,2013,7,3
902,2013-07-04 08:10:00,515000,2013,7,4
903,2013-07-05 07:10:00,514000,2013,7,5
904,2013-07-08 08:30:00,512000,2013,7,8
905,2013-07-09 08:10:00,512000,2013,7,9
906,2013-07-10 08:20:00,513000,2013,7,10
907,2013-07-11 08:00:00,516000,2013,7,11
908,2013-07-12 08:20:00,516000,2013,7,12
909,2013-07-15 08:00:00,516000,2013,7,15
910,2013-07-16 07:55:00,516000,2013,7,16
911,2013-07-17 08:00:00,516000,2013,7,17
912,2013-07-18 08:10:00,514000,2013,7,18
913,2013-07-19 08:25:00,515000,2013,7,19
914,2013-07-22 08:50:00,521000,2013,7,22
915,2013-07-23 08:30:00,525000,2013,7,23
916,2013-07-24 08:25:00,526000,2013,7,24
917,2013-07-25 08:35:00,522000,2013,7,25
918,2013-07-26 08:35:00,525000,2013,7,26
919,2013-07-29 08:30:00,523000,2013,7,29
920,2013-07-30 08:55:00,523000,2013,7,30
921,2013-07-31 08:30:00,523000,2013,7,31
922,2013-08-01 08:40:00,523000,2013,8,1
923,2013-08-02 08:00:00,520000,2013,8,2
924,2013-08-12 08:40:00,524000,2013,8,12
925,2013-08-13 08:30:00,524000,2013,8,13
926,2013-08-14 07:30:00,524000,2013,8,14
927,2013-08-15 00:00:00,525000,2013,8,15
928,2013-08-16 00:00:00,532000,2013,8,16
929,2013-08-19 08:10:00,541000,2013,8,19
930,2013-08-20 08:50:00,540000,2013,8,20
931,2013-08-21 00:00:00,542000,2013,8,21
932,2013-08-22 00:00:00,550000,2013,8,22
933,2013-08-23 00:00:00,559000,2013,8,23
934,2013-08-26 00:00:00,564000,2013,8,26
935,2013-08-27 00:00:00,564000,2013,8,27
936,2013-08-28 00:00:00,575000,2013,8,28
937,2013-08-28 14:00:00,580000,2013,8,28
938,2013-08-29 00:00:00,593000,2013,8,29
939,2013-08-30 00:00:00,578000,2013,8,30
940,2013-09-02 00:00:00,571000,2013,9,2
941,2013-09-03 00:00:00,575000,2013,9,3
942,2013-09-04 00:00:00,583000,2013,9,4
943,2013-09-05 00:00:00,579000,2013,9,5
944,2013-09-06 00:00:00,570000,2013,9,6
945,2013-09-09 00:00:00,581000,2013,9,9
946,2013-09-10 00:00:00,578000,2013,9,10
947,2013-09-11 00:00:00,565000,2013,9,11
948,2013-09-12 00:00:00,572000,2013,9,12
949,2013-09-13 00:00:00,559000,2013,9,13
950,2013-09-16 00:00:00,552000,2013,9,16
951,2013-09-17 00:00:00,547000,2013,9,17
952,2013-09-18 00:00:00,545000,2013,9,18
953,2013-09-19 00:00:00,569000,2013,9,19
954,2013-09-20 00:00:00,558000,2013,9,20
955,2013-09-23 00:00:00,549000,2013,9,23
956,2013-09-24 00:00:00,554000,2013,9,24
957,2013-09-25 00:00:00,554000,2013,9,25
958,2013-09-26 00:00:00,558000,2013,9,26
959,2013-09-27 00:00:00,555000,2013,9,27
960,2013-09-30 00:00:00,559000,2013,9,30
961,2013-10-01 00:00:00,558000,2013,10,1
962,2013-10-02 00:00:00,550000,2013,10,2
963,2013-10-03 00:00:00,555000,2013,10,3
964,2013-10-04 00:00:00,555000,2013,10,4
965,2013-10-07 00:00:00,554000,2013,10,7
966,2013-10-08 08:30:00,556000,2013,10,8
967,2013-10-09 00:00:00,555000,2013,10,9
968,2013-10-10 00:00:00,551000,2013,10,10
969,2013-10-11 00:00:00,548000,2013,10,11
970,2013-10-16 08:30:00,545000,2013,10,16
971,2013-10-17 00:00:00,545000,2013,10,17
972,2013-10-18 00:00:00,558000,2013,10,18
973,2013-10-21 00:00:00,556000,2013,10,21
974,2013-10-22 09:00:00,554000,2013,10,22
975,2013-10-23 00:00:00,556000,2013,10,23
976,2013-10-24 00:00:00,552000,2013,10,24
977,2013-10-25 00:00:00,556000,2013,10,25
978,2013-10-28 00:00:00,550000,2013,10,28
979,2013-10-29 00:00:00,546000,2013,10,29
980,2013-10-30 00:00:00,543000,2013,10,30
981,2013-10-30 13:00:00,542000,2013,10,30
982,2013-10-31 00:00:00,542000,2013,10,31
983,2013-11-01 00:00:00,542000,2013,11,1
984,2013-11-04 00:00:00,543000,2013,11,4
985,2013-11-06 00:00:00,544000,2013,11,6
986,2013-11-07 00:00:00,548000,2013,11,7
987,2013-11-08 00:00:00,543000,2013,11,8
988,2013-11-11 00:00:00,539000,2013,11,11
989,2013-11-12 00:00:00,539000,2013,11,12
990,2013-11-13 08:00:00,538000,2013,11,13
991,2013-11-14 00:00:00,548000,2013,11,14
992,2013-11-15 00:00:00,544000,2013,11,15
993,2013-11-18 00:00:00,544000,2013,11,18
994,2013-11-19 00:00:00,542000,2013,11,19
995,2013-11-20 00:00:00,541000,2013,11,20
996,2013-11-21 00:00:00,540000,2013,11,21
997,2013-11-22 08:00:00,540000,2013,11,22
998,2013-11-25 08:30:00,540000,2013,11,25
999,2013-11-26 00:00:00,545000,2013,11,26
1000,2013-11-27 08:00:00,545000,2013,11,27
1001,2013-11-28 07:40:00,545000,2013,11,28
1002,2013-11-29 08:10:00,550000,2013,11,29
1003,2013-12-02 00:00:00,551000,2013,12,2
1004,2013-12-03 00:00:00,546000,2013,12,3
1005,2013-12-04 00:00:00,545000,2013,12,4
1006,2013-12-05 00:00:00,552000,2013,12,5
1007,2013-12-06 00:00:00,548000,2013,12,6
1008,2013-12-09 00:00:00,546000,2013,12,9
1009,2013-12-10 00:00:00,548000,2013,12,10
1010,2013-12-11 00:00:00,558000,2013,12,11
1011,2013-12-12 00:00:00,555000,2013,12,12
1012,2013-12-13 00:00:00,547000,2013,12,13
1013,2013-12-16 00:00:00,550000,2013,12,16
1014,2013-12-17 00:00:00,550000,2013,12,17
1015,2013-12-18 00:00:00,549000,2013,12,18
1016,2013-12-19 00:00:00,548000,2013,12,19
1017,2013-12-20 00:00:00,544000,2013,12,20
1018,2013-12-23 00:00:00,546000,2013,12,23
1019,2013-12-24 00:00:00,544000,2013,12,24
1020,2013-12-27 08:15:00,544000,2013,12,27
1021,2013-12-30 00:00:00,547000,2013,12,30
1022,2013-12-31 00:00:00,544000,2013,12,31
1023,2014-01-02 00:00:00,544000,2014,1,2
1024,2014-01-02 11:05:00,550000,2014,1,2
1025,2014-01-03 07:58:00,552000,2014,1,3
1026,2014-01-06 00:00:00,555000,2014,1,6
1027,2014-01-07 00:00:00,552000,2014,1,7
1028,2014-01-08 00:00:00,551000,2014,1,8
1029,2014-01-09 08:00:00,550000,2014,1,9
1030,2014-01-10 00:00:00,550000,2014,1,10
1031,2014-01-13 00:00:00,555000,2014,1,13
1032,2014-01-15 00:00:00,550000,2014,1,15
1033,2014-01-16 00:00:00,550000,2014,1,16
1034,2014-01-17 00:00:00,550000,2014,1,17
1035,2014-01-20 00:00:00,555000,2014,1,20
1036,2014-01-21 08:15:00,555000,2014,1,21
1037,2014-01-22 00:00:00,553000,2014,1,22
1038,2014-01-23 00:00:00,552000,2014,1,23
1039,2014-01-24 00:00:00,560000,2014,1,24
1040,2014-01-27 00:00:00,565000,2014,1,27
1041,2014-01-28 00:00:00,559000,2014,1,28
1042,2014-01-29 08:30:00,558000,2014,1,29
1043,2014-01-30 08:30:00,559000,2014,1,30
1044,2014-02-03 00:00:00,552000,2014,2,3
1045,2014-02-04 00:00:00,560000,2014,2,4
1046,2014-02-04 08:15:00,558000,2014,2,4
1047,2014-02-05 00:00:00,558000,2014,2,5
1048,2014-02-06 08:00:00,557000,2014,2,6
1049,2014-02-07 08:30:00,557000,2014,2,7
1050,2014-02-10 00:00:00,561000,2014,2,10
1051,2014-02-11 00:00:00,564000,2014,2,11
1052,2014-02-12 00:00:00,567000,2014,2,12
1053,2014-02-13 08:05:00,567000,2014,2,13
1054,2014-02-14 00:00:00,570000,2014,2,14
1055,2014-02-17 00:00:00,571000,2014,2,17
1056,2014-02-18 00:00:00,571000,2014,2,18
1057,2014-02-19 00:00:00,571000,2014,2,19
1058,2014-02-20 00:00:00,569000,2014,2,20
1059,2014-02-21 00:00:00,569000,2014,2,21
1060,2014-02-24 08:00:00,569000,2014,2,24
1061,2014-02-25 00:00:00,571000,2014,2,25
1062,2014-02-26 00:00:00,571000,2014,2,26
1063,2014-02-27 00:00:00,571000,2014,2,27
1064,2014-02-28 00:00:00,571000,2014,2,28
1065,2014-03-03 08:05:00,571000,2014,3,3
1066,2014-03-04 08:30:00,573000,2014,3,4
1067,2014-03-05 00:00:00,572000,2014,3,5
1068,2014-03-06 07:58:00,568000,2014,3,6
1069,2014-03-07 07:56:00,571000,2014,3,7
1070,2014-03-10 08:00:00,565000,2014,3,10
1071,2014-03-11 00:00:00,567000,2014,3,11
1072,2014-03-12 00:00:00,567000,2014,3,12
1073,2014-03-13 00:00:00,572000,2014,3,13
1074,2014-03-14 00:00:00,572000,2014,3,14
1075,2014-03-17 00:00:00,576000,2014,3,17
1076,2014-03-18 08:45:00,570000,2014,3,18
1077,2014-03-19 08:10:00,566000,2014,3,19
1078,2014-03-20 00:00:00,560000,2014,3,20
1079,2014-03-21 00:00:00,560000,2014,3,21
1080,2014-03-24 00:00:00,562000,2014,3,24
1081,2014-03-25 00:00:00,556000,2014,3,25
1082,2014-03-26 00:00:00,556000,2014,3,26
1083,2014-03-27 08:05:00,556000,2014,3,27
1084,2014-03-28 00:00:00,554000,2014,3,28
1085,2014-04-01 08:56:00,552000,2014,4,1
1086,2014-04-02 00:00:00,551000,2014,4,2
1087,2014-04-03 08:15:00,550000,2014,4,3
1088,2014-04-04 07:50:00,550000,2014,4,4
1089,2014-04-07 00:00:00,552000,2014,4,7
1090,2014-04-08 00:00:00,552000,2014,4,8
1091,2014-04-10 00:00:00,553000,2014,4,10
1092,2014-04-11 00:00:00,555000,2014,4,11
1093,2014-04-14 00:00:00,558000,2014,4,14
1094,2014-04-15 00:00:00,558000,2014,4,15
1095,2014-04-16 00:00:00,554000,2014,4,16
1096,2014-04-17 00:00:00,554000,2014,4,17
1097,2014-04-21 00:00:00,553000,2014,4,21
1098,2014-04-22 00:00:00,552000,2014,4,22
1099,2014-04-23 07:55:00,553000,2014,4,23
1100,2014-04-24 00:00:00,554000,2014,4,24
1101,2014-04-25 00:00:00,554000,2014,4,25
1102,2014-04-28 00:00:00,555000,2014,4,28
1103,2014-04-29 00:00:00,553000,2014,4,29
1104,2014-04-30 00:00:00,553000,2014,4,30
1105,2014-05-02 00:00:00,551000,2014,5,2
1106,2014-05-05 00:00:00,557000,2014,5,5
1107,2014-05-06 00:00:00,557000,2014,5,6
1108,2014-05-07 00:00:00,557000,2014,5,7
1109,2014-05-08 00:00:00,549000,2014,5,8
1110,2014-05-09 00:00:00,550000,2014,5,9
